user_id,user_categories,user_shops,user_brands,user_intentions,user_profile,user_group,user_gender,user_age,user_consumption_1,user_consumption_2,user_is_occupied,user_geography,item_id,item_category,item_shop,item_intention,item_brand,user_item_categories,user_item_shops,user_item_brands,user_item_intentions,position,click,conversion
199371,455916,731227,3811267,3942526,3438658,3438761,3438769,3438773,,3438782,3864885,3864889,7798098,8316925,8669145,9096345,9120344,9355162,9596859,9834597,10069946,9351665,0,0
153256,451116,3336451,3584913,3928121,3438658,3438761,3438769,3438773,,3438782,3864885,3864890,6718731,8316795,8385971,9045007,9165988,9355035,,,,9351665,0,0
55800,451537,1565649,3803366,3898176,3438658,3438763,3438769,3438775,3438777,3438782,3864885,,6146560,8316844,8774255,9047965,9177312,9355081,,,,9351666,1,0
365239,451663,3022897,3498445,3911728,3438658,3438757,3438768,3438774,,3438781,3864885,,6963495,8315276,8962523,9040921,9224976,9353608,,,,9351666,0,0
335841,450880,2953670,3535941,3916271,3438658,3438757,3438768,3438774,,3438780,3864885,,6985241,8316798,8677150,9053086,,9355038,,,10085773,9351666,0,0
353481,452393,1730199,3645141,3917710,3438658,3438766,3438768,3438772,3438777,3438782,3864885,,5682771,8318531,8575552,9026947,,9356654,,,,9351666,0,0
83482,451537,1966224,3699783,3927033,3438658,3438762,3438769,3438774,,3438782,3864885,3864890,4454831,8319520,8886096,9112333,9270563,,,,,9351665,1,0
10770,450879,1020798,3517097,3942526,3438658,3438761,3438769,3438773,,3438782,3864885,3864890,4781878,8315289,8675997,9054288,,,,,,9351666,0,0
318061,457080,963380,3532009,3900444,3438703,3438760,3438769,3438772,3438778,3438782,3864886,3864888,5942300,8316839,8640702,9091974,9139848,9355076,,,,9351666,0,0
16346,455190,754159,3474473,3948513,3438658,3438758,3438768,3438775,,3438782,3864885,3864888,7569104,8321609,8837237,9065622,,9359456,,,,9351665,0,0
150966,455916,2029012,3442120,3910067,3438658,3438761,3438769,3438773,3438777,3438782,3864885,,6540910,8316799,8975406,9043260,,9355039,,,10045966,9351665,0,0
40085,451563,831287,3809491,3877804,3438685,3438762,3438769,3438774,3438778,3438782,3864885,3864888,7622784,8320896,8513029,9090123,,9358791,,,10016428,9351666,0,0
443764,455806,2356127,3664851,3951816,3438736,3438760,3438769,3438772,3438777,3438782,3864885,3864890,6862032,8317005,8934499,9056327,9251764,9355235,9775749,9928988,,9351666,0,0
78151,445230,1222973,3645141,3922643,3438658,3438761,3438769,3438773,,3438781,3864885,3864889,6675127,8316589,9003950,9110240,9187275,9354836,,,,9351665,0,0
183139,451204,565259,3498445,3911728,3438669,3438761,3438769,3438773,3438778,3438782,3864885,3864888,8093560,8316591,8605988,9029063,9146674,9354838,,,10040630,9351665,0,0
154596,445879,994993,3793203,3870888,3438658,3438763,3438769,3438775,,3438780,3864885,,7531666,8315279,8954471,9102097,,9353611,,,10005517,9351665,0,0
366773,451877,751519,3609444,3870888,3438658,3438761,3438769,3438773,,3438782,3864885,3864888,7740150,8317499,8324872,9112685,9274150,,,,,9351665,0,0
372878,450883,1087176,3628885,3927386,3438698,3438763,3438769,3438775,3438778,3438782,3864885,3864889,7219887,8316392,8942788,9099017,,9354650,,,,9351666,0,0
115391,445995,2330630,3492945,3902819,,,,,,,,,4289646,8316846,8546497,9086622,9128237,9355083,,,10025063,9351666,0,0
246377,452512,598385,3594139,3915468,3438658,3438761,3438769,3438773,,3438782,3864885,3864888,6264141,8316589,9011670,9041862,9128673,9354836,,,,9351665,0,0
156984,451033,513007,3755956,3941161,,,,,,,,,4328710,8317838,8770004,9040538,9139721,9356021,,,,9351666,0,0
205831,446305,3173120,3471485,3942526,3438669,3438761,3438769,3438773,3438778,3438782,3864885,3864888,6090429,8319126,8761720,9028754,9118403,9357197,,,,9351665,0,0
18982,455188,1673014,3489446,3942526,3438658,3438761,3438769,3438773,,3438782,3864885,3864888,8030592,8317312,8878333,9074907,,9355531,,,,9351666,0,0
288899,450700,2976017,3528868,3924474,3438658,3438761,3438769,3438773,,3438782,3864885,3864888,6686804,8315276,8585763,9060918,9257664,9353608,,,,9351665,1,0
29459,446305,759167,3601662,3870040,3438671,3438761,3438769,3438773,3438778,3438782,3864885,3864889,5442095,8318413,8377419,9044023,9172454,9356543,9397495,9872519,10031109,9351665,0,0
101156,451542,569621,3439722,3869138,3438725,3438760,3438769,3438772,3438778,3438782,3864885,3864888,6479754,8316589,8984535,9082871,9188334,9354836,9810018,9883968,10053717,9351666,0,0
331875,456282,3226821,3703422,3900444,3438658,3438757,3438768,3438774,,3438781,3864885,,8040082,8316590,8839532,9038274,,9354837,9711998,,10012126,9351666,0,0
4083,452512,1811348,3639242,3941161,3438725,3438760,3438769,3438772,3438777,3438782,3864885,3864888,7858278,8315494,8944178,9045196,9206290,9353819,,9896652,,9351666,0,0
186188,445482,1966224,3488451,3905994,3438665,3438761,3438769,3438773,3438777,3438782,3864885,3864887,5119843,8317312,8367745,9090591,9129000,,,,,9351665,0,0
121672,456186,2649535,3844465,3957322,3438658,3438762,3438769,3438774,,3438781,3864885,,6165439,8316792,8412799,9112967,9256622,9355032,,9932426,10089513,9351665,0,0
419915,445700,892799,3678031,3957720,3438658,3438759,3438768,3438776,,3438782,3864885,3864889,6581834,8317715,8821152,9046314,9239858,,,,,9351665,0,0
219599,450837,565259,3742601,3941161,3438668,3438761,3438769,3438773,3438778,3438782,3864885,3864887,7549472,8316591,8666155,9062331,9188334,9354838,,9883968,,9351665,0,0
131001,450879,931390,3530778,3949144,3438658,3438761,3438769,3438773,,3438782,3864885,3864887,7997426,8313130,8441639,9058706,9331302,,9441787,9985615,,9351665,0,0
40247,455898,3159703,3760360,3870888,3438658,3438762,3438769,3438774,,3438782,3864885,3864889,4957997,8316799,8518247,9043260,9316442,,,,,9351666,0,0
337362,449091,765188,3784071,3942526,3438658,3438756,3438769,3438771,,3438780,3864885,,6195444,8317003,8388917,9043952,9188334,9355233,9405384,9883968,10071498,9351666,1,0
68037,450937,992338,3559309,3963262,3438684,3438762,3438769,3438774,3438778,3438782,3864885,3864887,6137706,8317499,8464273,9078845,,9355716,,,10087588,9351666,1,0
393646,451091,1241269,3605950,3942526,3438658,3438762,3438769,3438774,,3438782,3864885,3864887,7650216,8315494,8891531,9026418,,9353819,9746804,,10008507,9351665,0,0
217459,451371,1102860,3466024,3941161,3438658,3438763,3438769,3438775,,3438782,3864885,3864888,8211693,8315279,8444192,9064065,9247817,9353611,9443518,9926112,10003982,9351666,0,0
208761,450725,1246831,3546697,3933077,3438735,3438757,3438768,3438774,3438778,3438782,3864885,3864887,7861805,8315275,8999268,9091953,9163248,9353607,9819962,9865834,,9351666,0,0
67245,450880,879851,3453590,3894568,3438658,3438761,3438769,3438773,,3438781,3864885,3864888,5950490,8316893,8754091,9060055,9121603,9355130,,,10083981,9351665,0,0
269433,449924,2246298,3488451,3913505,3438725,3438760,3438769,3438772,3438777,3438782,3864885,3864887,7543228,8316590,8490555,9085424,9123222,9354837,,,10062596,9351665,0,0
366945,455916,2947125,3488421,3942526,,,,,,,,,4818850,8319739,8661630,9105914,9252458,9357752,,,,9351665,0,0
292316,450722,1688618,3723611,3957016,3438658,3438761,3438769,3438773,,3438782,3864885,3864889,7709508,8316590,8972850,9099026,9183294,,,,,9351666,0,0
79335,456401,730227,3711563,3903627,3438658,3438761,3438769,3438773,,3438782,3864885,3864889,5120170,8321104,8919913,9028135,9306750,9358981,9765997,9968082,10010076,9351665,0,0
345399,449961,3214559,3525007,3958883,,,,,,,,,3986910,8315746,8870781,9040893,9330626,9354063,,9985137,10021773,9351666,0,0
406240,446379,3427638,3833957,3932184,3438682,3438762,3438769,3438774,3438777,3438782,3864885,3864887,6028553,8317090,8340969,9107186,9324544,9355320,9372703,9980781,,9351666,0,0
305389,450647,2846338,3803085,3945225,,,,,,,,,5537982,8316339,9011011,9081804,9319622,9354600,,,,9351666,0,0
240496,450880,2246298,3572248,3867494,3438658,3438760,3438769,3438772,,3438782,3864885,3864889,6993440,8316595,8985434,9051764,9319562,,,,,9351665,0,0
379118,,,,3887777,3438658,3438761,3438769,3438773,,3438782,3864885,3864887,7102410,8317312,8443147,9035931,9273027,,,,,9351665,0,0
265364,449091,677555,3816575,3888582,,,,,,,,,6368085,8316856,8434557,9079420,,9355093,,,10023513,9351666,0,0
7578,452805,2543957,3478688,3887851,3438658,3438758,3438768,3438775,,3438781,3864885,,8311228,8314494,8775606,9095532,9335285,,,,,9351666,0,0
220920,445170,1648389,3626376,3950213,3438658,3438757,3438768,3438774,,3438782,3864885,3864890,5010291,8315415,8794461,9021338,9314368,9353745,,,10002008,9351666,0,0
188916,445825,2624138,3649246,3933077,3438729,3438757,3438768,3438774,3438777,3438781,3864885,3864888,4760926,8316374,8329092,9112485,9186816,9354634,9364682,,,9351665,0,0
21020,452212,813267,3504600,3894568,3438734,3438757,3438768,3438774,3438777,3438782,3864885,3864889,5236441,8313479,8632103,9074333,,,,,,9351666,0,0
153480,450879,565259,3591673,3941161,3438719,3438767,3438768,3438773,3438777,3438782,3864885,3864888,7075387,8316792,8919188,9020244,,,,,,9351666,0,0
396333,445600,2795406,3627060,3913148,3438713,3438767,3438768,3438773,3438778,3438780,3864885,3864890,6982124,8315786,8498673,9037683,9350280,9354102,,,,9351665,0,0
418562,450880,828459,3812353,3927386,3438738,3438757,3438768,3438774,3438778,3438782,3864885,3864890,7344803,8316856,8645390,9078967,9304170,9355093,,,10008961,9351666,0,0
440539,451428,1541010,3542832,3894568,3438658,3438761,3438769,3438773,,3438781,3864885,3864888,8054450,8320552,8781901,9115491,,,,,,9351666,0,0
1084,445216,2407992,3606767,3874259,3438722,3438767,3438768,3438773,3438778,3438782,3864885,3864890,7838405,8321718,8704695,9038427,9345029,9359562,,,,9351665,0,0
364244,447563,2246298,3674672,3911728,3438725,3438760,3438769,3438772,3438777,3438782,3864885,3864888,7956108,8315280,8742965,9116722,9246352,,,,,9351665,0,0
203015,445366,1812792,3551550,3896932,3438666,3438761,3438769,3438773,3438777,3438782,3864885,3864888,7850058,8316592,8836329,9101504,9149945,9354839,,,,9351665,0,0
214487,450894,3301536,3655224,3929710,3438658,3438767,3438768,3438773,,3438782,3864885,3864889,4571187,8316241,8777711,9064076,9211798,,,,,9351666,0,0
4893,451542,1346594,3678799,3873348,3438721,3438767,3438768,3438773,3438778,3438782,3864885,3864888,5798814,8316198,8677282,9060687,9291600,9354469,9602359,,10039946,9351666,0,0
325564,451187,1123298,3845581,3875675,3438658,3438763,3438769,3438775,,3438780,3864885,,7072136,8314513,8611886,9017848,9217407,,,,,9351665,0,0
414876,451091,1498568,3517097,3922525,3438724,3438767,3438768,3438773,3438778,3438782,3864885,3864889,8120249,8316591,8502877,9109423,,9354838,9484291,,10015683,9351665,0,0
315434,,,,3941161,3438667,3438761,3438769,3438773,3438777,3438782,3864885,3864889,7910518,8321249,8985889,9111035,9319430,,,,,9351665,0,0
331059,456290,1073868,3549158,3868568,3438658,3438763,3438769,3438775,,3438781,3864885,3864889,5029842,8319514,8918060,9089747,9304340,,,,,9351666,0,0
386166,451663,1765093,3583211,3894662,3438658,3438763,3438769,3438775,,3438782,3864885,3864889,6613947,8314571,8744609,9024504,9130333,9353018,9647923,9841761,10006748,9351666,0,0
6993,445647,1905125,3683078,3876103,3438686,3438762,3438769,3438774,3438778,3438782,3864885,3864889,8103988,8317088,8994087,9068251,9127182,9355318,,9839485,10082671,9351666,0,0
185517,450722,3200572,3705639,3906259,3438658,3438762,3438769,3438774,,3438782,3864885,3864888,8051352,8316795,8694089,9044541,9202337,9355035,,,10025134,9351666,0,0
149988,451428,3131311,3664995,3942526,3438658,3438757,3438768,3438774,,3438782,3864885,3864890,8298647,8314252,8836764,9082376,9304030,,9710125,,,9351666,0,0
204104,449068,2347210,3553248,3865081,3438696,3438763,3438769,3438775,3438778,3438782,3864885,3864887,4611214,8315278,8903410,9098433,9324420,9353610,,,,9351665,0,0
229398,451428,548606,3442551,3927170,3438696,3438763,3438769,3438775,3438778,3438782,3864885,3864887,7080891,8315494,8977826,9086983,9212733,9353819,9805453,9901131,10037491,9351665,0,0
272721,456496,3364523,3658875,3888078,,,,,,,,,4922036,8321614,8341198,9042012,,,,,,9351666,0,0
243786,451091,676418,3569070,3905994,3438702,3438764,3438769,3438776,3438778,3438782,3864885,3864889,7246786,8313414,8845789,9055794,9267653,,,,,9351665,0,0
271005,449297,2198609,3625107,3871023,3438750,3438758,3438768,3438775,3438778,3438782,3864885,3864890,5300316,8319101,8705774,9031085,9300077,9357176,,,10005730,9351666,0,0
376881,451998,2818654,3804915,3923351,3438658,3438760,3438769,3438772,,3438782,3864885,3864888,7645624,8315494,8820913,9049958,9230288,,,,,9351666,0,0
276104,449090,1067047,3768826,3934684,,,,,,,,,5428145,8321276,8999194,9099303,9240210,9359142,,,,9351665,0,0
162110,450837,1637895,3649271,3942526,3438658,3438762,3438769,3438774,,3438782,3864885,,7283025,8315280,8373043,9018038,,9353612,9394516,,10081242,9351665,0,0
183134,445820,3087445,3850586,3914133,3438721,3438767,3438768,3438773,3438778,3438782,3864885,3864888,5551675,8315346,8498227,9111538,9259609,9353677,,,10031785,9351665,0,0
253371,451034,1222293,3483291,3911728,3438658,3438760,3438769,3438772,,3438782,3864885,,8008808,8317006,8692113,9029962,,9355236,9612449,,10065968,9351666,0,0
247669,451080,3034508,3717493,3922525,3438714,3438760,3438769,3438772,3438778,3438781,3864885,,6103448,8317004,8358805,9020706,9176904,9355234,,,10003251,9351666,0,0
25991,452458,2932398,3510566,3933953,3438658,3438760,3438769,3438772,,3438780,3864885,,6589754,8317005,8501842,9037768,9320729,9355235,,,10075888,9351666,0,0
256148,445232,788270,3852229,3942526,3438658,3438758,3438768,3438775,,3438782,3864885,3864888,7023242,8317006,8974603,9064965,,9355236,,,10043857,9351666,0,0
181466,450791,3191185,3813611,3926899,3438740,3438758,3438768,3438775,3438778,3438780,3864885,3864890,6353321,8316885,8477604,9046951,9147734,,,,,9351666,0,0
29113,451116,923373,3713268,3938929,3438658,3438761,3438769,3438773,3438778,3438781,3864885,,7746620,8317006,8416107,9083976,,9355236,9424389,,10061262,9351666,0,0
262346,444862,1313891,3528620,3901612,3438658,3438760,3438769,3438772,,3438781,3864885,,6233175,8313062,8831931,9059481,9186099,9351668,9706925,,10039862,9351666,0,0
415991,444868,1808617,3513067,3947087,3438658,3438767,3438768,3438773,,3438781,3864885,,6814511,8313077,8342174,9098809,9178564,9351683,,,10074876,9351665,0,0
153888,451120,1125695,3448644,3896104,3438658,3438763,3438769,3438775,,3438781,3864885,,7263006,8316589,8520759,9020431,,9354836,,,10053717,9351666,0,0
150457,450962,2339036,3744789,3929180,3438658,3438761,3438769,3438773,,3438782,3864885,,8021674,8316591,8634460,9096388,9267428,9354838,9573798,9940041,,9351665,0,0
227787,449113,2541855,3782083,3894662,3438658,3438762,3438769,3438774,,3438782,3864885,,7739475,8316856,8382587,9023280,,9355093,,,10023513,9351666,0,0
205720,447553,618516,3668549,3892293,3438682,3438762,3438769,3438774,3438777,3438782,3864885,3864888,7315276,8313318,8381915,9079438,9286083,,,,,9351665,0,0
113220,449068,2933970,3820544,3868716,,,,,,,,,4665084,8317838,8337210,9113304,9121668,9356021,,9835527,,9351666,0,0
227827,449491,2844800,3542832,3942526,3438658,3438762,3438769,3438774,,3438782,3864885,3864887,4964525,8313130,8497797,9068365,9218823,9351730,,,,9351665,0,0
44868,451267,3201758,3496458,3931329,3438658,3438762,3438769,3438774,3438777,3438780,3864885,,7059383,8316886,8530238,9028389,9153922,,,,,9351666,0,0
29798,451999,909527,3466611,3898176,3438658,3438761,3438769,3438773,3438777,3438782,3864885,,7919605,8316590,8509375,9074649,9165746,9354837,,,10083008,9351666,0,0
314712,450092,1754456,3519780,3944019,3438658,3438766,3438768,3438772,,3438782,3864885,,6720825,8316931,8814327,9048505,,9355168,9695130,,,9351666,0,0
63026,449091,923373,3863375,3911728,3438658,3438763,3438769,3438775,,3438781,3864885,,5303940,8317294,8503543,9076661,,9355513,,,,9351666,0,0
137783,450937,1650202,3683370,3908842,3438725,3438760,3438769,3438772,3438778,3438782,3864885,3864888,7444116,8315276,8432318,9105928,9229287,9353608,9435413,9912908,10074512,9351665,0,0
249320,451536,2902080,3715607,3951816,,,,,,,,,6062683,8316989,8398049,9093721,9286132,,,,,9351665,0,0
10103,,,,3902441,3438671,3438761,3438769,3438773,3438778,3438782,3864885,3864889,7551394,8315489,9002267,9078856,9159353,,,,,9351666,0,0
138726,449167,2932902,3515915,3890004,3438669,3438761,3438769,3438773,3438778,3438782,3864885,3864888,7083430,8315494,9014187,9045196,9239262,9353819,9830163,9920003,10055180,9351665,0,0
66084,455514,3104790,3599161,3897440,3438658,3438766,3438768,3438772,,3438781,3864885,3864888,6163896,8316758,8559266,9042317,9124424,9354998,,9837475,10055476,9351666,0,0
67365,445995,3057653,3550439,3949144,3438708,3438766,3438768,3438772,3438778,3438782,3864886,,5369681,8316856,8950365,9022884,9144949,9355093,9786644,9852432,10005246,9351665,0,0
207896,451371,937676,3835577,3941161,3438694,3438763,3438769,3438775,3438777,3438782,3864885,3864888,6002649,8314201,8592482,9093537,9163838,9352690,,,,9351665,0,0
290491,450879,565259,3496011,3942526,3438736,3438760,3438769,3438772,3438777,3438782,3864885,3864889,6045886,8316595,8456135,9096944,9285062,,,,,9351665,0,0
325665,451537,812983,3816046,3908638,3438658,3438759,3438768,3438776,,3438782,3864885,3864887,7132597,8320805,8736435,9110617,9173517,9358708,,,,9351665,0,0
65617,455916,2566219,3441980,3919047,3438733,3438757,3438768,3438774,3438777,3438782,3864885,3864888,5056549,8319520,8512147,9024845,9141262,9357549,9490843,9849761,10087263,9351666,1,0
437569,450143,2613781,3453954,3935048,3438658,3438757,3438768,3438774,,3438782,3864885,3864890,4225778,8316430,8516633,9033963,9175838,,9494001,9874966,,9351666,0,0
348782,451371,825978,3625806,3911728,,,,,,,,,4284192,8318551,8484127,9035224,9181543,9356673,,,,9351666,0,0
268953,446326,982768,3547037,3902819,,,,,,,,,7616524,8316760,8712683,9105299,,,,,,9351665,0,0
168201,455013,3341224,3781326,3872831,3438658,3438758,3438768,3438775,,3438782,3864885,3864890,4352382,8315490,8576941,9039302,9294935,9353815,,9959658,10004345,9351666,0,0
260328,456149,639582,3458083,3892293,3438658,3438763,3438769,3438775,,3438782,3864885,3864889,7446234,8316589,8415649,9053838,9162849,9354836,,,10053717,9351665,0,0
248667,451877,3429224,3775137,3914132,3438658,3438763,3438769,3438775,,3438782,3864885,3864887,5014832,8316099,8471058,9107111,9140735,,,,,9351666,0,0
331500,451429,3400607,3448379,3911728,3438671,3438761,3438769,3438773,3438778,3438782,3864885,3864889,7596193,8317006,8878590,9030672,9170014,9355236,,,10029677,9351666,0,0
224183,446973,2610607,3820562,3865695,3438685,3438762,3438769,3438774,3438778,3438782,3864885,3864888,6942102,8317288,8768681,9065571,,9355507,9664323,,,9351666,0,0
333881,451879,2393484,3454469,3897262,,,,,,,,,7279548,8315276,8851694,9060166,9187275,9353608,,9883233,10009857,9351666,0,0
63210,456290,1434591,3744546,3960635,3438658,3438763,3438769,3438775,,3438782,3864885,,4366973,8316411,8823272,9034549,9137411,9354669,,,,9351666,0,0
22149,452464,748450,3621412,3957720,3438658,3438767,3438768,3438773,,3438782,3864885,3864888,6763477,8313614,8966735,9057481,9327767,,,,,9351666,0,0
163772,450939,822038,3851683,3907158,3438658,3438760,3438769,3438772,,3438782,3864885,3864888,7684380,8316846,8531162,9044463,9217992,9355083,9504267,9904869,10065445,9351666,0,0
309739,450895,2564521,3542645,3935486,,,,,,,,,7747255,8317005,8882569,9116488,9242668,,,,,9351665,0,0
268038,445232,2481174,3792280,3865960,3438671,3438761,3438769,3438773,3438778,3438782,3864885,3864890,7995703,8316886,8488908,9050902,9138899,9355123,,,10030955,9351666,0,0
33666,451536,2620776,3803798,3899511,3438658,3438756,3438769,3438771,,3438782,3864886,,7335533,8320349,8767111,9050913,9168301,9358280,,,,9351666,0,0
18855,451311,2652396,3599093,3914755,3438669,3438761,3438769,3438773,3438778,3438782,3864885,3864888,7330591,8315281,8407430,9029423,9158798,9353613,,,,9351666,0,0
169925,450946,1241269,3471852,3942526,3438669,3438761,3438769,3438773,3438778,3438782,3864885,3864888,6854895,8317003,8490936,9043952,9150104,9355233,9475822,9856223,,9351665,0,0
352451,455197,3371021,3770867,3906627,3438738,3438757,3438768,3438774,3438778,3438782,3864885,3864890,5682536,8317323,8564451,9092748,9231047,9355542,,9914136,10048892,9351666,0,0
193626,450879,618516,3761272,3910066,3438658,3438762,3438769,3438774,,3438782,3864885,,5806216,8313707,8402903,9077558,9182130,9352261,,,10029483,9351666,0,0
162099,445232,3178504,3730624,3938929,,,,,,,,,5242270,8315560,8642618,9053456,9266162,9353883,,,10086452,9351666,0,0
310350,452512,458138,3592308,3933077,,,,,,,,,5140918,8315750,8500376,9027987,9194460,,,,,9351666,0,0
58026,455916,1843437,3542832,3894568,3438698,3438763,3438769,3438775,3438778,3438782,3864885,3864890,4227184,8315498,8899674,9085224,,9353823,,,10062408,9351666,0,0
128110,449624,919466,3600072,3911728,3438658,3438767,3438768,3438773,3438777,3438782,3864885,,4616396,8315277,8626128,9019987,,,,,,9351666,0,0
152127,452512,1521293,3456997,3911728,3438686,3438762,3438769,3438774,3438778,3438782,3864885,3864890,7913690,8317499,8491617,9049792,9180947,9355716,,,,9351666,0,0
369124,449924,3286542,3797148,3923727,3438658,3438761,3438769,3438773,,3438782,3864885,3864888,6471047,8317006,8572692,9049512,,9355236,,,10012411,9351665,0,0
316918,446988,2826274,3608295,3936001,,,,,,,,,8060737,8316758,8621366,9032900,9132451,9354998,9565154,9843309,10062319,9351666,0,0
60541,448901,1525438,3555640,3951816,3438658,3438763,3438769,3438775,,3438781,3864885,,4858196,8317003,8672896,9026108,9170444,9355233,,,10056643,9351666,0,0
11047,447475,565259,3752845,3922711,3438658,3438760,3438769,3438772,,3438782,3864885,,6473459,8316595,8726632,9083022,9182912,9354842,,,10060381,9351666,0,0
421193,456149,2986278,3452612,3885981,3438658,3438762,3438769,3438774,,3438782,3864885,,7654482,8316590,8808893,9050643,9215242,9354837,,,10052707,9351665,0,0
354139,454689,1955184,3587024,3928239,3438670,3438756,3438769,3438771,3438777,3438782,3864885,3864888,5712375,8317155,8796125,9035279,9172727,9355383,9682837,9872715,,9351666,0,0
227093,446379,3091952,3607817,3941161,,,,,,,,,7682496,8315279,8536952,9023076,9233566,9353611,,,10037981,9351666,0,0
116416,450260,868139,3846356,3915256,3438658,3438756,3438769,3438771,,3438781,3864885,,6788568,8315494,8592584,9100197,,,,,,9351666,0,0
336110,452714,634068,3649464,3956467,3438658,3438757,3438768,3438774,,3438780,3864885,,4098658,8318593,8947555,9061212,9233605,,,,,9351666,0,0
163378,451091,1021513,3602639,3963262,3438658,3438757,3438768,3438774,,3438782,3864885,3864888,6858128,8315287,8723434,9094272,9285093,9353619,,9952660,10070710,9351666,0,0
2456,450657,1407201,3839517,3962143,,,,,,,,,7101657,8315493,8457494,9098873,,,,,,9351666,0,0
334146,445232,1127915,3732705,3910026,3438658,3438760,3438769,3438772,,3438780,3864885,,6178058,8316839,8604477,9058375,9179620,9355076,,9877694,,9351665,0,0
273079,450954,3136784,3657564,3867496,3438737,3438757,3438768,3438774,3438778,3438782,3864885,3864888,6183463,8313679,8681904,9018176,9270960,9352234,,,10013030,9351667,0,0
312706,451238,3244769,3544546,3866730,3438684,3438762,3438769,3438774,3438778,3438782,3864885,3864887,5064679,8316887,8842238,9103931,,,,,,9351666,0,0
91605,457095,3097118,3832377,3866019,,,,,,,,,7971815,8315494,8486815,9059091,,9353819,,,10061244,9351666,0,0
185517,450722,3200572,3705639,3906259,3438658,3438762,3438769,3438774,,3438782,3864885,3864888,8064286,8313335,8981359,9111268,9245309,,,,,9351666,0,0
439656,451999,511704,3810640,3959958,,,,,,,,,4722700,8317829,8358465,9042796,9305912,9356012,,9967467,,9351666,0,0
176152,451091,518368,3519030,3906259,3438658,3438762,3438769,3438774,,3438782,3864885,3864888,6823397,8317005,8358581,9028663,,9355235,,,,9351666,0,0
432807,455295,3045403,3766467,3949847,3438658,3438763,3438769,3438775,,3438782,3864885,3864890,7179620,8317028,8934964,9045150,9151518,,,,,9351666,0,0
209592,456838,2419786,3713204,3951732,3438658,3438766,3438768,3438772,,3438782,3864885,,6165343,8316796,8929079,9077880,9315315,,,,,9351666,0,0
296442,450881,790283,3475630,3951318,3438722,3438767,3438768,3438773,3438778,3438782,3864885,3864890,6206629,8314484,8866783,9112125,,9352936,,,10013056,9351666,0,0
146935,446860,2606065,3501286,3869138,3438658,3438758,3438768,3438775,,3438782,3864885,3864890,7603937,8315482,8851345,9028213,9165052,9353808,,,,9351666,0,0
265208,445232,2305467,3549158,3870040,3438658,3438763,3438769,3438775,,3438782,3864885,3864889,5629945,8315490,8383216,9021908,9257043,9353815,,,,9351665,0,0
342583,446860,2694535,3664851,3954416,,,,,,,,,4897213,8314498,8727079,9074688,9255260,9352949,,,,9351665,0,0
325758,448901,3431480,3542852,3914132,3438711,3438766,3438768,3438772,3438778,3438782,3864885,3864890,6798024,8316757,8726224,9089823,9329481,9354997,,,,9351665,0,0
377567,450880,838335,3442551,3911728,3438658,3438762,3438769,3438774,,3438782,3864885,3864889,3972764,8317289,8873465,9037449,,,,,,9351666,0,0
142052,455481,1225879,3720484,3900409,3438667,3438761,3438769,3438773,3438777,3438782,3864885,3864890,6439530,8317499,8433858,9048454,,9355716,,,10028347,9351665,0,0
127943,449101,3401482,3660147,3922643,3438658,3438760,3438769,3438772,,3438782,3864885,3864888,4402872,8315754,8359235,9042112,9327555,9354071,,,,9351665,0,0
14706,453260,2564521,3771602,3900409,3438709,3438766,3438768,3438772,3438778,3438781,3864885,3864888,4936092,8317717,8488747,9088805,9243338,,,,,9351666,0,0
11015,447794,572933,3687321,3941161,3438658,3438760,3438769,3438772,,3438781,3864885,,6073949,8316893,8611797,9108772,9187275,9355130,,9883233,10069992,9351666,0,0
167997,450841,3241541,3461823,3889619,3438658,3438767,3438768,3438773,,3438781,3864885,3864890,5441575,8315280,8335835,9046580,,9353612,,,10040477,9351666,1,0
352758,450880,615160,3449893,3942526,3438658,3438761,3438769,3438773,,3438782,3864885,,4221966,8315497,8501331,9085022,9164739,,,,,9351666,0,0
415446,449491,1234399,3770149,3867033,3438669,3438761,3438769,3438773,3438778,3438782,3864885,3864888,6276369,8315511,8481488,9034312,9208073,9353835,9469180,9897900,10024686,9351666,0,0
407679,449928,1935146,3474647,3910961,3438658,3438761,3438769,3438773,,3438782,3864885,3864890,7850778,8321734,8823413,9059909,,9359574,9701189,,,9351666,0,0
107187,451428,1206262,3607817,3894568,3438658,3438763,3438769,3438775,,3438782,3864885,3864889,6284949,8315494,8440344,9068873,9345822,9353819,,,,9351666,0,0
69852,447455,788270,3464885,3877040,3438669,3438761,3438769,3438773,3438778,3438782,3864885,3864888,4305078,8316516,8858812,9081780,9322624,,,,,9351666,0,0
347828,457155,646034,3824031,3902819,,,,,,,,,5170322,8315278,8334422,9038867,,9353610,,,,9351665,0,0
255199,450879,917838,3651322,3918782,3438715,3438767,3438768,3438773,3438778,3438781,3864885,3864888,7219169,8317020,8537621,9061923,9136143,9355250,,9846062,10090788,9351666,0,0
160427,451211,1986400,3812616,3870040,3438658,3438761,3438769,3438773,,3438782,3864885,3864888,4672948,8318160,8552169,9087257,9126084,9356308,,,,9351665,0,0
251249,450100,851171,3848881,3866555,3438684,3438762,3438769,3438774,3438778,3438782,3864885,3864887,4688893,8316703,8645134,9091172,,,,,,9351665,0,0
